,question,context,answer
2948,Find the day with the lowest total transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS total_transactions FROM master_table GROUP BY date ORDER BY total_transactions ASC LIMIT 1;"
2949,List all transactions with amounts exceeding $1000.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT * FROM master_table WHERE transaction_amount > 1000;
2950,Find the average withdrawal amount for each month.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, AVG(transaction_amount) AS avg_withdrawal FROM master_table WHERE transaction_type='withdrawals'GROUP BY month;"
2951,On which date did the ATM model 'ATMITM111' have the least number of transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, count(*) AS transactions_count FROM master_table WHERE atm_model_name='ATMITM111' group by date ORDER BY transactions_count ASC LIMIT 1;"
2952,Which denomination type is most commonly used in 'Withdrawal' transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, COUNT(transaction_id) as transaction_count FROM master_table WHERE transaction_type='Withdrawals' GROUP BY denomination_type ORDER BY transaction_count DESC LIMIT 1;"
2953,What is the average transaction amount for each denomination type?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, AVG(transaction_amount) as avg_transaction_amount FROM master_table GROUP BY denomination_type;"
2954,What is the total count of transactions in the master table?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(transaction_id) FROM master_table;
2955,List the different ATM models available in the master table.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT DISTINCT atm_model_name FROM master_table;
2956,Find the date with the highest number of transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(transaction_id) FROM master_table GROUP BY date ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
2957,Which transaction type has the least number of denominations 10?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type,COUNT(transaction_id) as transactions_count FROM master_table WHERE denomination_type=10 group by transaction_type ORDER BY transactions_count ASC LIMIT 1;"
2958,What is the average number of transactions per day?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT AVG(daily_transaction_count) FROM (SELECT date, COUNT(transaction_id) as daily_transaction_count FROM master_table GROUP BY date) as daily_counts;"
2959,Which ATM model has the highest number of transactions on a specific date?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, COUNT(transaction_id) FROM master_table WHERE date = '2023-12-30' GROUP BY atm_model_name ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
2960,What is the total count of transactions for each denomination type?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, COUNT(transaction_id) FROM master_table GROUP BY denomination_type;"
2961,List the transaction types with no denominations 10.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT DISTINCT transaction_type FROM master_table WHERE denomination_type != 10;
2962,Find the average number of transactions for each ATM model.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, AVG(transaction_count) FROM (SELECT atm_model_name, COUNT(transaction_id) as transaction_count FROM master_table GROUP BY atm_model_name) as avg_transactions GROUP BY atm_model_name;"
2963,Which ATM model has the highest number of transactions of denomination 5?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, COUNT(transaction_id) FROM master_table WHERE denomination_type=5 GROUP BY atm_model_name ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
2964,List the dates with no transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(transaction_id) = 0;
2965,List the top 3 transaction types with the highest number of transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, COUNT(transaction_id) FROM master_table GROUP BY transaction_type ORDER BY COUNT(transaction_id) DESC LIMIT 3;"
2966,List the transaction types with denominations 5 and 10.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT DISTINCT transaction_type FROM master_table WHERE denomination_type IN (5, 10);"
2967,What is the total count of transactions on a 2023-12-31 date?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(transaction_id) FROM master_table WHERE date = '2023-12-31';"
2968,Find the total number of transactions for each denomination type on the highest transaction date.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, COUNT(transaction_id) FROM master_table WHERE date = (select date from master_table where transaction_amount = (select MAX(transaction_amount) from master_table)) GROUP BY denomination_type;"
2969,Which transaction type has the highest average number of denominations 5?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, AVG(denomination_type) FROM master_table WHERE denomination_type=5 GROUP BY transaction_type ORDER BY AVG(denomination_type) DESC LIMIT 1;"
2970,List the transaction types with denominations greater than 5.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT DISTINCT transaction_type FROM master_table WHERE denomination_type > 5;
